x,y,zx,zy,zxy,ncd
"PRECMAX","URMEDMED",1321,1405,2656,0.950177935943061
"PRECMAX","URMEDMEDIAN",1321,1415,2670,0.953356890459364
"PRECMAX","URMEDMIN",1321,1341,2604,0.956748695003729
"PRECMAX","URMEDSOMA",1321,1997,3256,0.968953430145218
"PRECMAX","URMIN1stQ",1321,1433,2673,0.943475226796930
"PRECMAX","URMIN3stQ",1321,1423,2662,0.942375263527758
"PRECMAX","URMINMAX",1321,1228,2537,0.990915972747918
"PRECMAX","URMINMED",1321,1448,2673,0.933701657458563
"PRECMAX","URMINMEDIAN",1321,1427,2651,0.932025227750526
"PRECMAX","URMINMIN",1321,1309,2596,0.974261922785768
"PRECMAX","URMINSOMA",1321,1953,3187,0.955453149001536
"PRECMAX","VTMED2M1stQ",1321,1136,2462,1.003785011355034
"PRECMAX","VTMED2M3stQ",1321,1179,2484,0.987887963663891
"PRECMAX","VTMED2MMAX",1321,1214,2528,0.994700984102952
"PRECMAX","VTMED2MMED",1321,1160,2478,0.997728993186980
"PRECMAX","VTMED2MMEDIAN",1321,1174,2484,0.991672975018925
"PRECMAX","VTMED2MMIN",1321,1096,2416,0.999242997728993
"PRECMAX","VTMED2MSOMA",1321,1732,2952,0.941685912240185
"PRECMAX","codareaestacao",1321,1310,2623,0.993943981831946
"PRECMAX","ÁreaColhidaha",1321,1887,3092,0.938526762056174
"PRECMAX","ÁreaInsumoha",1321,1880,3079,0.935106382978723
"PRECMED","PRECMEDIAN",1181,956,2136,0.999153259949196
"PRECMED","PRECMIN",1181,841,2027,1.004233700254022
"PRECMED","PRECSOMA",1181,1690,2799,0.957396449704142
"PRECMED","PopulaçãoPlanejadaplm2",1181,1165,2411,1.055038103302286
"PRECMED","Produtividadekgha",1181,1846,3016,0.994041170097508
"PRECMED","ProdutorID",1181,1388,2556,0.990634005763689
"PRECMED","Produçãoton",1181,2042,3118,0.948579823702253
"PRECMED","Propósito",1181,1123,2448,1.121930567315834
"PRECMED","RAD1stQ",1181,1289,2450,0.984484096198604
"PRECMED","RAD3stQ",1181,1276,2443,0.989028213166144
"PRECMED","RADMAX",1181,1216,2386,0.990953947368421
"PRECMED","RADMED",1181,1246,2410,0.986356340288925
"PRECMED","RADMEDIAN",1181,1282,2454,0.992979719188768
"PRECMED","RADMIN",1181,1181,2258,0.911939034716342
"PRECMED","RADSOMA",1181,1824,2958,0.974232456140351
"PRECMED","Safra",1181,907,2215,1.107535986452159
"PRECMED","SemeaduraDecendio",1181,1059,2232,0.993226079593565
"PRECMED","SemeaduraFinal",1181,1509,2743,1.035122597746852
"PRECMED","SemeaduraInício",1181,1513,2749,1.036351619299405
"PRECMED","SemeaduraMes",1181,1037,2351,1.112616426756986
"PRECMED","SoloClasse",1181,1566,2914,1.106641123882503
"PRECMED","SoloRelevo",1181,1015,2185,0.990685859441152
"PRECMED","SoloTextura",1181,1112,2354,1.051651143099068
"PRECMED","TIPOMANEJO",1181,935,2241,1.105842506350550
"PRECMED","TMAX1stQ",1181,1279,2467,1.005473025801407
"PRECMED","TMAX3stQ",1181,1300,2469,0.990769230769231
"PRECMED","TMAXMAX",1181,1241,2423,1.000805801772764
"PRECMED","TMAXMED",1181,1293,2475,1.000773395204950
"PRECMED","TMAXMEDIAN",1181,1303,2487,1.002302379125096
"PRECMED","TMAXMIN",1181,1267,2477,1.022888713496448
"PRECMED","TMAXSOMA",1181,1921,3055,0.975533576262363
"PRECMED","TMED1stQ",1181,1220,2426,1.020491803278688
"PRECMED","TMED3stQ",1181,1200,2419,1.031666666666667
"PRECMED","TMEDMAX",1181,1214,2421,1.021416803953872
"PRECMED","TMEDMED",1181,1214,2416,1.017298187808896
"PRECMED","TMEDMEDIAN",1181,1234,2431,1.012965964343598
"PRECMED","TMEDMIN",1181,1258,2446,1.005564387917329
"PRECMED","TMEDSOMA",1181,1884,3018,0.975053078556263
"PRECMED","TMIN1stQ",1181,1223,2417,1.010629599345871
"PRECMED","TMIN3stQ",1181,1203,2418,1.028262676641729
"PRECMED","TMINMAX",1181,1176,2402,1.038103302286198
"PRECMED","TMINMED",1181,1200,2408,1.022500000000000
"PRECMED","TMINMEDIAN",1181,1182,2408,1.038071065989848
"PRECMED","TMINMIN",1181,1204,2397,1.009966777408638
"PRECMED","TMINSOMA",1181,1864,3003,0.977467811158798
"PRECMED","TMOL1stQ",1181,1227,2437,1.023634881825591
"PRECMED","TMOLMEDIAN",1181,1187,2386,1.015164279696714
"PRECMED","TMOLMIN",1181,1208,2413,1.019867549668874
"PRECMED","Talhão",1181,3126,4263,0.985924504158669
"PRECMED","TipoSafra",1181,911,2204,1.094834885690093
"PRECMED","UF",1181,893,2108,1.028789161727350
"PRECMED","URMAX1stQ",1181,1271,2463,1.008654602675059
"PRECMED","URMAX3stQ",1181,1117,2340,1.035563082133785
"PRECMED","URMAXMAX",1181,1093,2309,1.029635901778154
"PRECMED","URMAXMED",1181,1261,2440,0.998413957176844
"PRECMED","URMAXMEDIAN",1181,1181,2387,1.021168501270110
"PRECMED","URMAXMIN",1181,1323,2487,0.987150415721844
"PRECMED","URMAXSOMA",1181,1957,3122,0.991824220746040
"PRECMED","URMED1stQ",1181,1426,2557,0.964936886395512
"PRECMED","URMED3stQ",1181,1383,2526,0.972523499638467
"PRECMED","URMEDMAX",1181,1159,2367,1.022861981371719
"PRECMED","URMEDMED",1181,1405,2541,0.967971530249110
"PRECMED","URMEDMEDIAN",1181,1415,2564,0.977385159010601
"PRECMED","URMEDMIN",1181,1341,2491,0.976882923191648
"PRECMED","URMEDSOMA",1181,1997,3136,0.978968452679019
"PRECMED","URMIN1stQ",1181,1433,2524,0.937194696441033
"PRECMED","URMIN3stQ",1181,1423,2562,0.970484891075193
"PRECMED","URMINMAX",1181,1228,2430,1.017100977198697
"PRECMED","URMINMED",1181,1448,2559,0.951657458563536
"PRECMED","URMINMEDIAN",1181,1427,2551,0.960056061667835
"PRECMED","URMINMIN",1181,1309,2475,0.988540870893812
"PRECMED","URMINSOMA",1181,1953,3090,0.977470558115719
"PRECMED","VTMED2M1stQ",1181,1136,2296,0.982218458933108
"PRECMED","VTMED2M3stQ",1181,1179,2289,0.939881456392887
"PRECMED","VTMED2MMAX",1181,1214,2295,0.917627677100494
"PRECMED","VTMED2MMED",1181,1160,2286,0.953429297205758
"PRECMED","VTMED2MMEDIAN",1181,1174,2318,0.968670618120237
"PRECMED","VTMED2MMIN",1181,1096,2254,0.980524978831499
"PRECMED","VTMED2MSOMA",1181,1732,2807,0.938799076212471
"PRECMED","codareaestacao",1181,1310,2505,1.010687022900763
"PRECMED","ÁreaColhidaha",1181,1887,2950,0.937466878643349
"PRECMED","ÁreaInsumoha",1181,1880,2930,0.930319148936170
"PRECMEDIAN","PRECMIN",956,841,1652,0.848326359832636
"PRECMEDIAN","PRECSOMA",956,1690,2599,0.972189349112426
"PRECMEDIAN","PopulaçãoPlanejadaplm2",956,1165,2174,1.045493562231760
"PRECMEDIAN","Produtividadekgha",956,1846,2786,0.991332611050921
"PRECMEDIAN","ProdutorID",956,1388,2345,1.000720461095101
"PRECMEDIAN","Produçãoton",956,2042,2954,0.978452497551420
"PRECMEDIAN","Propósito",956,1123,2216,1.121994657168299
"PRECMEDIAN","RAD1stQ",956,1289,2251,1.004654771140419
"PRECMEDIAN","RAD3stQ",956,1276,2230,0.998432601880878
"PRECMEDIAN","RADMAX",956,1216,2166,0.995065789473684
"PRECMEDIAN","RADMED",956,1246,2191,0.991171749598716
"PRECMEDIAN","RADMEDIAN",956,1282,2229,0.992979719188768
"PRECMEDIAN","RADMIN",956,1181,2063,0.937341236240474
"PRECMEDIAN","RADSOMA",956,1824,2771,0.995065789473684
"PRECMEDIAN","Safra",956,907,1981,1.123430962343096
"PRECMEDIAN","SemeaduraDecendio",956,1059,2047,1.030217186024551
"PRECMEDIAN","SemeaduraFinal",956,1509,2516,1.033797216699801
"PRECMEDIAN","SemeaduraInício",956,1513,2520,1.033707865168539
"PRECMEDIAN","SemeaduraMes",956,1037,2116,1.118611378977821
"PRECMEDIAN","SoloClasse",956,1566,2672,1.095785440613027
"PRECMEDIAN","SoloRelevo",956,1015,1972,1.000985221674877
"PRECMEDIAN","SoloTextura",956,1112,2123,1.049460431654676
"PRECMEDIAN","TIPOMANEJO",956,935,2006,1.120292887029289
"PRECMEDIAN","TMAX1stQ",956,1279,2261,1.020328381548084
"PRECMEDIAN","TMAX3stQ",956,1300,2268,1.009230769230769
"PRECMEDIAN","TMAXMAX",956,1241,2242,1.036261079774375
"PRECMEDIAN","TMAXMED",956,1293,2268,1.014694508894045
"PRECMEDIAN","TMAXMEDIAN",956,1303,2277,1.013814274750576
"PRECMEDIAN","TMAXMIN",956,1267,2255,1.025256511444357
"PRECMEDIAN","TMAXSOMA",956,1921,2896,1.009890681936491
"PRECMEDIAN","TMED1stQ",956,1220,2201,1.020491803278688
"PRECMEDIAN","TMED3stQ",956,1200,2196,1.033333333333333
"PRECMEDIAN","TMEDMAX",956,1214,2217,1.038714991762768
"PRECMEDIAN","TMEDMED",956,1214,2199,1.023887973640857
"PRECMEDIAN","TMEDMEDIAN",956,1234,2202,1.009724473257699
"PRECMEDIAN","TMEDMIN",956,1258,2240,1.020667726550079
"PRECMEDIAN","TMEDSOMA",956,1884,2831,0.995222929936306
"PRECMEDIAN","TMIN1stQ",956,1223,2205,1.021259198691742
"PRECMEDIAN","TMIN3stQ",956,1203,2195,1.029925187032419
"PRECMEDIAN","TMINMAX",956,1176,2166,1.028911564625850
"PRECMEDIAN","TMINMED",956,1200,2191,1.029166666666667
"PRECMEDIAN","TMINMEDIAN",956,1182,2182,1.037225042301184
"PRECMEDIAN","TMINMIN",956,1204,2174,1.011627906976744
"PRECMEDIAN","TMINSOMA",956,1864,2836,1.008583690987124
"PRECMEDIAN","TMOL1stQ",956,1227,2218,1.028524857375713
"PRECMEDIAN","TMOLMEDIAN",956,1187,2160,1.014321819713563
"PRECMEDIAN","TMOLMIN",956,1208,2193,1.024006622516556
"PRECMEDIAN","Talhão",956,3126,4032,0.984005118362124
"PRECMEDIAN","TipoSafra",956,911,1961,1.098326359832636
"PRECMEDIAN","UF",956,893,1892,1.044979079497908
"PRECMEDIAN","URMAX1stQ",956,1271,2250,1.018095987411487
"PRECMEDIAN","URMAX3stQ",956,1117,2101,1.025067144136079
"PRECMEDIAN","URMAXMAX",956,1093,2071,1.020128087831656
"PRECMEDIAN","URMAXMED",956,1261,2230,1.010309278350515
"PRECMEDIAN","URMAXMEDIAN",956,1181,2153,1.013547840812870
"PRECMEDIAN","URMAXMIN",956,1323,2272,0.994708994708995
"PRECMEDIAN","URMAXSOMA",956,1957,2941,1.014307613694430
"PRECMEDIAN","URMED1stQ",956,1426,2358,0.983169705469846
"PRECMEDIAN","URMED3stQ",956,1383,2327,0.991323210412148
"PRECMEDIAN","URMEDMAX",956,1159,2125,1.008628127696290
"PRECMEDIAN","URMEDMED",956,1405,2352,0.993594306049822
"PRECMEDIAN","URMEDMEDIAN",956,1415,2350,0.985159010600707
"PRECMEDIAN","URMEDMIN",956,1341,2284,0.990305741983594
"PRECMEDIAN","URMEDSOMA",956,1997,2945,0.995993990986480
"PRECMEDIAN","URMIN1stQ",956,1433,2374,0.989532449406839
"PRECMEDIAN","URMIN3stQ",956,1423,2369,0.992972593113141
"PRECMEDIAN","URMINMAX",956,1228,2205,1.017100977198697
"PRECMEDIAN","URMINMED",956,1448,2382,0.984806629834254
"PRECMEDIAN","URMINMEDIAN",956,1427,2345,0.973370707778556
"PRECMEDIAN","URMINMIN",956,1309,2234,0.976317799847212
"PRECMEDIAN","URMINSOMA",956,1953,2891,0.990783410138249
"PRECMEDIAN","VTMED2M1stQ",956,1136,2029,0.944542253521127
"PRECMEDIAN","VTMED2M3stQ",956,1179,2113,0.981340118744699
"PRECMEDIAN","VTMED2MMAX",956,1214,2146,0.980230642504119
"PRECMEDIAN","VTMED2MMED",956,1160,2083,0.971551724137931
"PRECMEDIAN","VTMED2MMEDIAN",956,1174,2082,0.959114139693356
"PRECMEDIAN","VTMED2MMIN",956,1096,1792,0.762773722627737
"PRECMEDIAN","VTMED2MSOMA",956,1732,2639,0.971709006928406
"PRECMEDIAN","codareaestacao",956,1310,2282,1.012213740458015
"PRECMEDIAN","ÁreaColhidaha",956,1887,2793,0.973502914679385
"PRECMEDIAN","ÁreaInsumoha",956,1880,2778,0.969148936170213
"PRECMIN","PRECSOMA",841,1690,2488,0.974556213017752
"PRECMIN","PopulaçãoPlanejadaplm2",841,1165,2075,1.059227467811159
"PRECMIN","Produtividadekgha",841,1846,2650,0.979956663055255
"PRECMIN","ProdutorID",841,1388,2192,0.973342939481268
"PRECMIN","Produçãoton",841,2042,2809,0.963761018609207
"PRECMIN","Propósito",841,1123,2081,1.104185218165628
"PRECMIN","RAD1stQ",841,1289,2092,0.970519782777347
"PRECMIN","RAD3stQ",841,1276,2078,0.969435736677116
"PRECMIN","RADMAX",841,1216,2024,0.972861842105263
"PRECMIN","RADMED",841,1246,2057,0.975922953451043
"PRECMIN","RADMEDIAN",841,1282,2077,0.964118564742590
"PRECMIN","RADMIN",841,1181,1954,0.942421676545301
"PRECMIN","RADSOMA",841,1824,2639,0.985745614035088
"PRECMIN","Safra",841,907,1857,1.120176405733186
"PRECMIN","SemeaduraDecendio",841,1059,1907,1.006610009442871
"PRECMIN","SemeaduraFinal",841,1509,2388,1.025182239893970
"PRECMIN","SemeaduraInício",841,1513,2396,1.027759418374091
"PRECMIN","SemeaduraMes",841,1037,1994,1.111861137897782
"PRECMIN","SoloClasse",841,1566,2537,1.083014048531290
"PRECMIN","SoloRelevo",841,1015,1831,0.975369458128079
"PRECMIN","SoloTextura",841,1112,1997,1.039568345323741
"PRECMIN","TIPOMANEJO",841,935,1881,1.112299465240642
"PRECMIN","TMAX1stQ",841,1279,2117,0.997654417513683
"PRECMIN","TMAX3stQ",841,1300,2132,0.993076923076923
"PRECMIN","TMAXMAX",841,1241,2104,1.017727639000806
"PRECMIN","TMAXMED",841,1293,2130,0.996906419180201
"PRECMIN","TMAXMEDIAN",841,1303,2131,0.990023023791251
"PRECMIN","TMAXMIN",841,1267,2115,1.005524861878453
"PRECMIN","TMAXSOMA",841,1921,2766,1.002082248828735
"PRECMIN","TMED1stQ",841,1220,2080,1.015573770491803
"PRECMIN","TMED3stQ",841,1200,2074,1.027500000000000
"PRECMIN","TMEDMAX",841,1214,2091,1.029654036243822
"PRECMIN","TMEDMED",841,1214,2072,1.014003294892916
"PRECMIN","TMEDMEDIAN",841,1234,2082,1.005672609400324
"PRECMIN","TMEDMIN",841,1258,2105,1.004769475357711
"PRECMIN","TMEDSOMA",841,1884,2714,0.994161358811040
"PRECMIN","TMIN1stQ",841,1223,2075,1.008994276369583
"PRECMIN","TMIN3stQ",841,1203,2067,1.019118869492934
"PRECMIN","TMINMAX",841,1176,2052,1.029761904761905
"PRECMIN","TMINMED",841,1200,2065,1.020000000000000
"PRECMIN","TMINMEDIAN",841,1182,2059,1.030456852791878
"PRECMIN","TMINMIN",841,1204,2044,0.999169435215947
"PRECMIN","TMINSOMA",841,1864,2694,0.994098712446352
"PRECMIN","TMOL1stQ",841,1227,2079,1.008964955175224
"PRECMIN","TMOLMEDIAN",841,1187,2041,1.010951979780960
"PRECMIN","TMOLMIN",841,1208,2064,1.012417218543046
"PRECMIN","Talhão",841,3126,3879,0.971849008317338
"PRECMIN","TipoSafra",841,911,1851,1.108671789242591
"PRECMIN","UF",841,893,1754,1.022396416573348
"PRECMIN","URMAX1stQ",841,1271,2118,1.004720692368214
"PRECMIN","URMAX3stQ",841,1117,1992,1.030438675022381
"PRECMIN","URMAXMAX",841,1093,1964,1.027447392497713
"PRECMIN","URMAXMED",841,1261,2094,0.993655828707375
"PRECMIN","URMAXMEDIAN",841,1181,2045,1.019475021168501
"PRECMIN","URMAXMIN",841,1323,2133,0.976568405139834
"PRECMIN","URMAXSOMA",841,1957,2806,1.004087889626980
"PRECMIN","URMED1stQ",841,1426,2210,0.960028050490884
"PRECMIN","URMED3stQ",841,1383,2177,0.966015907447578
"PRECMIN","URMEDMAX",841,1159,2017,1.014667817083693
"PRECMIN","URMEDMED",841,1405,2193,0.962277580071174
"PRECMIN","URMEDMEDIAN",841,1415,2206,0.964664310954064
"PRECMIN","URMEDMIN",841,1341,2142,0.970171513795675
"PRECMIN","URMEDSOMA",841,1997,2828,0.994992488733100
"PRECMIN","URMIN1stQ",841,1433,2213,0.957431960921144
"PRECMIN","URMIN3stQ",841,1423,2212,0.963457484188335
"PRECMIN","URMINMAX",841,1228,2081,1.009771986970684
"PRECMIN","URMINMED",841,1448,2224,0.955110497237569
"PRECMIN","URMINMEDIAN",841,1427,2194,0.948142957252978
"PRECMIN","URMINMIN",841,1309,2105,0.965622612681436
"PRECMIN","URMINSOMA",841,1953,2761,0.983102918586790
"PRECMIN","VTMED2M1stQ",841,1136,1961,0.985915492957746
"PRECMIN","VTMED2M3stQ",841,1179,1988,0.972858354537744
"PRECMIN","VTMED2MMAX",841,1214,2010,0.962932454695222
"PRECMIN","VTMED2MMED",841,1160,1962,0.966379310344828
"PRECMIN","VTMED2MMEDIAN",841,1174,1977,0.967632027257240
"PRECMIN","VTMED2MMIN",841,1096,1940,1.002737226277372
"PRECMIN","VTMED2MSOMA",841,1732,2506,0.961316397228637
"PRECMIN","codareaestacao",841,1310,2145,0.995419847328244
"PRECMIN","ÁreaColhidaha",841,1887,2659,0.963434022257552
"PRECMIN","ÁreaInsumoha",841,1880,2637,0.955319148936170
"PRECSOMA","PopulaçãoPlanejadaplm2",1690,1165,2910,1.032544378698225
"PRECSOMA","Produtividadekgha",1690,1846,3508,0.984832069339112
"PRECSOMA","ProdutorID",1690,1388,3064,0.991715976331361
"PRECSOMA","Produçãoton",1690,2042,3591,0.930950048971596
"PRECSOMA","Propósito",1690,1123,2961,1.087573964497041
"PRECSOMA","RAD1stQ",1690,1289,2948,0.981656804733728
"PRECSOMA","RAD3stQ",1690,1276,2937,0.982840236686391
"PRECSOMA","RADMAX",1690,1216,2891,0.991124260355030
"PRECSOMA","RADMED",1690,1246,2922,0.991715976331361
"PRECSOMA","RADMEDIAN",1690,1282,2949,0.986390532544379
"PRECSOMA","RADMIN",1690,1181,2843,0.983431952662722
"PRECSOMA","RADSOMA",1690,1824,3422,0.949561403508772
"PRECSOMA","Safra",1690,907,2735,1.081656804733728
"PRECSOMA","SemeaduraDecendio",1690,1059,2795,1.027218934911243
"PRECSOMA","SemeaduraFinal",1690,1509,3272,1.043195266272189
"PRECSOMA","SemeaduraInício",1690,1513,3279,1.044970414201184
"PRECSOMA","SemeaduraMes",1690,1037,2861,1.079289940828402
"PRECSOMA","SoloClasse",1690,1566,3422,1.098224852071006
"PRECSOMA","SoloRelevo",1690,1015,2721,1.009467455621302
"PRECSOMA","SoloTextura",1690,1112,2851,1.028994082840237
"PRECSOMA","TIPOMANEJO",1690,935,2762,1.081065088757396
"PRECSOMA","TMAX1stQ",1690,1279,2975,1.003550295857988
"PRECSOMA","TMAX3stQ",1690,1300,2986,0.997633136094675
"PRECSOMA","TMAXMAX",1690,1241,2952,1.012426035502959
"PRECSOMA","TMAXMED",1690,1293,2981,0.998816568047337
"PRECSOMA","TMAXMEDIAN",1690,1303,2998,1.002958579881657
"PRECSOMA","TMAXMIN",1690,1267,2976,1.011242603550296
"PRECSOMA","TMAXSOMA",1690,1921,3539,0.962519521082769
"PRECSOMA","TMED1stQ",1690,1220,2938,1.016568047337278
"PRECSOMA","TMED3stQ",1690,1200,2929,1.023076923076923
"PRECSOMA","TMEDMAX",1690,1214,2937,1.019526627218935
"PRECSOMA","TMEDMED",1690,1214,2928,1.014201183431953
"PRECSOMA","TMEDMEDIAN",1690,1234,2938,1.008284023668639
"PRECSOMA","TMEDMIN",1690,1258,2962,1.008284023668639
"PRECSOMA","TMEDSOMA",1690,1884,3492,0.956475583864119
"PRECSOMA","TMIN1stQ",1690,1223,2928,1.008875739644970
"PRECSOMA","TMIN3stQ",1690,1203,2924,1.018343195266272
"PRECSOMA","TMINMAX",1690,1176,2901,1.020710059171598
"PRECSOMA","TMINMED",1690,1200,2917,1.015976331360947
"PRECSOMA","TMINMEDIAN",1690,1182,2919,1.027810650887574
"PRECSOMA","TMINMIN",1690,1204,2905,1.006508875739645
"PRECSOMA","TMINSOMA",1690,1864,3488,0.964592274678112
"PRECSOMA","TMOL1stQ",1690,1227,2933,1.009467455621302
"PRECSOMA","TMOLMEDIAN",1690,1187,2903,1.015384615384615
"PRECSOMA","TMOLMIN",1690,1208,2924,1.015384615384615
"PRECSOMA","Talhão",1690,3126,4798,0.994241842610365
"PRECSOMA","TipoSafra",1690,911,2713,1.066272189349112
"PRECSOMA","UF",1690,893,2645,1.036686390532544
"PRECSOMA","URMAX1stQ",1690,1271,2960,0.999408284023669
"PRECSOMA","URMAX3stQ",1690,1117,2838,1.018343195266272
"PRECSOMA","URMAXMAX",1690,1093,2821,1.022485207100592
"PRECSOMA","URMAXMED",1690,1261,2948,0.998224852071006
"PRECSOMA","URMAXMEDIAN",1690,1181,2891,1.011834319526627
"PRECSOMA","URMAXMIN",1690,1323,2975,0.977514792899408
"PRECSOMA","URMAXSOMA",1690,1957,3605,0.978538579458355
"PRECSOMA","URMED1stQ",1690,1426,3047,0.959171597633136
"PRECSOMA","URMED3stQ",1690,1383,3019,0.968047337278107
"PRECSOMA","URMEDMAX",1690,1159,2863,1.008284023668639
"PRECSOMA","URMEDMED",1690,1405,3044,0.969822485207101
"PRECSOMA","URMEDMEDIAN",1690,1415,3056,0.971005917159763
"PRECSOMA","URMEDMIN",1690,1341,2988,0.974556213017752
"PRECSOMA","URMEDSOMA",1690,1997,3617,0.964947421131698
"PRECSOMA","URMIN1stQ",1690,1433,3045,0.953846153846154
"PRECSOMA","URMIN3stQ",1690,1423,3048,0.961538461538462
"PRECSOMA","URMINMAX",1690,1228,2929,1.006508875739645
"PRECSOMA","URMINMED",1690,1448,3058,0.952662721893491
"PRECSOMA","URMINMEDIAN",1690,1427,3055,0.963313609467456
"PRECSOMA","URMINMIN",1690,1309,2971,0.983431952662722
"PRECSOMA","URMINSOMA",1690,1953,3528,0.941116231438812
"PRECSOMA","VTMED2M1stQ",1690,1136,2824,0.998816568047337
"PRECSOMA","VTMED2M3stQ",1690,1179,2869,1.000000000000000
"PRECSOMA","VTMED2MMAX",1690,1214,2886,0.989349112426036
"PRECSOMA","VTMED2MMED",1690,1160,2846,0.997633136094675
"PRECSOMA","VTMED2MMEDIAN",1690,1174,2865,1.000591715976331
"PRECSOMA","VTMED2MMIN",1690,1096,2806,1.011834319526627
"PRECSOMA","VTMED2MSOMA",1690,1732,3286,0.921478060046189
"PRECSOMA","codareaestacao",1690,1310,2997,0.998224852071006
"PRECSOMA","ÁreaColhidaha",1690,1887,3456,0.935877053524112
"PRECSOMA","ÁreaInsumoha",1690,1880,3441,0.931382978723404
"PopulaçãoPlanejadaplm2","Produtividadekgha",1165,1846,2973,0.979414951245937
"PopulaçãoPlanejadaplm2","ProdutorID",1165,1388,2545,0.994236311239193
"PopulaçãoPlanejadaplm2","Produçãoton",1165,2042,3105,0.950048971596474
"PopulaçãoPlanejadaplm2","Propósito",1165,1123,2410,1.104721030042918
"PopulaçãoPlanejadaplm2","RAD1stQ",1165,1289,2456,1.001551590380140
"PopulaçãoPlanejadaplm2","RAD3stQ",1165,1276,2417,0.981191222570533
"PopulaçãoPlanejadaplm2","RADMAX",1165,1216,2339,0.965460526315789
"PopulaçãoPlanejadaplm2","RADMED",1165,1246,2407,0.996789727126806
"PopulaçãoPlanejadaplm2","RADMEDIAN",1165,1282,2438,0.992979719188768
"PopulaçãoPlanejadaplm2","RADMIN",1165,1181,2355,1.007620660457240
"PopulaçãoPlanejadaplm2","RADSOMA",1165,1824,2935,0.970394736842105
"PopulaçãoPlanejadaplm2","Safra",1165,907,2199,1.109012875536481
"PopulaçãoPlanejadaplm2","SemeaduraDecendio",1165,1059,2219,0.995708154506438
"PopulaçãoPlanejadaplm2","SemeaduraFinal",1165,1509,2730,1.037110669317429
"PopulaçãoPlanejadaplm2","SemeaduraInício",1165,1513,2731,1.035029742233972
"PopulaçãoPlanejadaplm2","SemeaduraMes",1165,1037,2314,1.096137339055794
"PopulaçãoPlanejadaplm2","SoloClasse",1165,1566,2869,1.088122605363985
"PopulaçãoPlanejadaplm2","SoloRelevo",1165,1015,2203,1.019742489270386
"PopulaçãoPlanejadaplm2","SoloTextura",1165,1112,2310,1.028326180257511
"PopulaçãoPlanejadaplm2","TIPOMANEJO",1165,935,2222,1.104721030042918
"PopulaçãoPlanejadaplm2","TMAX1stQ",1165,1279,2432,0.990617670054730
"PopulaçãoPlanejadaplm2","TMAX3stQ",1165,1300,2427,0.970769230769231
"PopulaçãoPlanejadaplm2","TMAXMAX",1165,1241,2414,1.006446414182111
"PopulaçãoPlanejadaplm2","TMAXMED",1165,1293,2405,0.959010054137664
"PopulaçãoPlanejadaplm2","TMAXMEDIAN",1165,1303,2440,0.978511128165771
"PopulaçãoPlanejadaplm2","TMAXMIN",1165,1267,2453,1.016574585635359
"PopulaçãoPlanejadaplm2","TMAXSOMA",1165,1921,3057,0.984903695991671
"PopulaçãoPlanejadaplm2","TMED1stQ",1165,1220,2413,1.022950819672131
"PopulaçãoPlanejadaplm2","TMED3stQ",1165,1200,2398,1.027500000000000
"PopulaçãoPlanejadaplm2","TMEDMAX",1165,1214,2401,1.018121911037891
"PopulaçãoPlanejadaplm2","TMEDMED",1165,1214,2396,1.014003294892916
"PopulaçãoPlanejadaplm2","TMEDMEDIAN",1165,1234,2418,1.015397082658023
"PopulaçãoPlanejadaplm2","TMEDMIN",1165,1258,2446,1.018282988871224
"PopulaçãoPlanejadaplm2","TMEDSOMA",1165,1884,3017,0.983014861995754
"PopulaçãoPlanejadaplm2","TMIN1stQ",1165,1223,2403,1.012264922322159
"PopulaçãoPlanejadaplm2","TMIN3stQ",1165,1203,2401,1.027431421446384
"PopulaçãoPlanejadaplm2","TMINMAX",1165,1176,2370,1.024659863945578
"PopulaçãoPlanejadaplm2","TMINMED",1165,1200,2397,1.026666666666667
"PopulaçãoPlanejadaplm2","TMINMEDIAN",1165,1182,2388,1.034686971235194
"PopulaçãoPlanejadaplm2","TMINMIN",1165,1204,2391,1.018272425249169
"PopulaçãoPlanejadaplm2","TMINSOMA",1165,1864,3011,0.990343347639485
"PopulaçãoPlanejadaplm2","TMOL1stQ",1165,1227,2417,1.020374898125509
"PopulaçãoPlanejadaplm2","TMOLMEDIAN",1165,1187,2374,1.018534119629318
"PopulaçãoPlanejadaplm2","TMOLMIN",1165,1208,2407,1.028145695364238
"PopulaçãoPlanejadaplm2","Talhão",1165,3126,4247,0.985924504158669
"PopulaçãoPlanejadaplm2","TipoSafra",1165,911,2154,1.066952789699571
"PopulaçãoPlanejadaplm2","UF",1165,893,2129,1.060944206008584
"PopulaçãoPlanejadaplm2","URMAX1stQ",1165,1271,2440,1.003147128245476
"PopulaçãoPlanejadaplm2","URMAX3stQ",1165,1117,2290,1.006866952789700
"PopulaçãoPlanejadaplm2","URMAXMAX",1165,1093,2269,1.009442060085837
"PopulaçãoPlanejadaplm2","URMAXMED",1165,1261,2431,1.003965107057891
"PopulaçãoPlanejadaplm2","URMAXMEDIAN",1165,1181,2359,1.011007620660457
"PopulaçãoPlanejadaplm2","URMAXMIN",1165,1323,2467,0.984126984126984
"PopulaçãoPlanejadaplm2","URMAXSOMA",1165,1957,3149,1.013796627491058
"PopulaçãoPlanejadaplm2","URMED1stQ",1165,1426,2565,0.981767180925666
"PopulaçãoPlanejadaplm2","URMED3stQ",1165,1383,2538,0.992769342010123
