x,y,zx,zy,zxy,ncd
"ClasseSoloBR","RADMEDIAN",1327,1282,2757,1.111529766390354
"ClasseSoloBR","RADMIN",1327,1181,2631,1.092690278824416
"ClasseSoloBR","RADSOMA",1327,1824,3285,1.073464912280702
"ClasseSoloBR","Safra",1327,907,2379,1.109269027882442
"ClasseSoloBR","SemeaduraDecendio",1327,1059,2542,1.117558402411454
"ClasseSoloBR","SemeaduraFinal",1327,1509,2959,1.081510934393638
"ClasseSoloBR","SemeaduraInício",1327,1513,2967,1.083939193654990
"ClasseSoloBR","SemeaduraMes",1327,1037,2526,1.122079879427279
"ClasseSoloBR","SoloClasse",1327,1566,2662,0.852490421455939
"ClasseSoloBR","SoloRelevo",1327,1015,2439,1.073097211755840
"ClasseSoloBR","SoloTextura",1327,1112,2555,1.087415222305953
"ClasseSoloBR","TIPOMANEJO",1327,935,2399,1.103240391861341
"ClasseSoloBR","TMAX1stQ",1327,1279,2777,1.128862094951017
"ClasseSoloBR","TMAX3stQ",1327,1300,2793,1.125094197437830
"ClasseSoloBR","TMAXMAX",1327,1241,2768,1.150715900527506
"ClasseSoloBR","TMAXMED",1327,1293,2799,1.134890730972117
"ClasseSoloBR","TMAXMEDIAN",1327,1303,2802,1.129615674453655
"ClasseSoloBR","TMAXMIN",1327,1267,2786,1.144687264506405
"ClasseSoloBR","TMAXSOMA",1327,1921,3413,1.085892764185320
"ClasseSoloBR","TMED1stQ",1327,1220,2727,1.135644310474755
"ClasseSoloBR","TMED3stQ",1327,1200,2717,1.143180105501130
"ClasseSoloBR","TMEDMAX",1327,1214,2737,1.147701582516956
"ClasseSoloBR","TMEDMED",1327,1214,2721,1.135644310474755
"ClasseSoloBR","TMEDMEDIAN",1327,1234,2735,1.131122833458930
"ClasseSoloBR","TMEDMIN",1327,1258,2768,1.137905048982668
"ClasseSoloBR","TMEDSOMA",1327,1884,3363,1.080679405520170
"ClasseSoloBR","TMIN1stQ",1327,1223,2722,1.129615674453655
"ClasseSoloBR","TMIN3stQ",1327,1203,2706,1.132629992464205
"ClasseSoloBR","TMINMAX",1327,1176,2686,1.137905048982668
"ClasseSoloBR","TMINMED",1327,1200,2706,1.134890730972117
"ClasseSoloBR","TMINMEDIAN",1327,1182,2706,1.148455162019593
"ClasseSoloBR","TMINMIN",1327,1204,2701,1.128108515448380
"ClasseSoloBR","TMINSOMA",1327,1864,3356,1.088519313304721
"ClasseSoloBR","TMOL1stQ",1327,1227,2738,1.138658628485305
"ClasseSoloBR","TMOLMEDIAN",1327,1187,2677,1.122833458929917
"ClasseSoloBR","TMOLMIN",1327,1208,2716,1.136397889977393
"ClasseSoloBR","Talhão",1327,3126,4461,1.002559181062060
"ClasseSoloBR","TipoSafra",1327,911,2381,1.107761868877166
"ClasseSoloBR","UF",1327,893,2394,1.131122833458930
"ClasseSoloBR","URMAX1stQ",1327,1271,2766,1.126601356443105
"ClasseSoloBR","URMAX3stQ",1327,1117,2597,1.115297663903542
"ClasseSoloBR","URMAXMAX",1327,1093,2568,1.111529766390354
"ClasseSoloBR","URMAXMED",1327,1261,2749,1.121326299924642
"ClasseSoloBR","URMAXMEDIAN",1327,1181,2670,1.122079879427279
"ClasseSoloBR","URMAXMIN",1327,1323,2800,1.113036925395629
"ClasseSoloBR","URMAXSOMA",1327,1957,3444,1.081757792539601
"ClasseSoloBR","URMED1stQ",1327,1426,2893,1.098176718092567
"ClasseSoloBR","URMED3stQ",1327,1383,2855,1.104844540853218
"ClasseSoloBR","URMEDMAX",1327,1159,2638,1.114544084400904
"ClasseSoloBR","URMEDMED",1327,1405,2876,1.102491103202847
"ClasseSoloBR","URMEDMEDIAN",1327,1415,2887,1.102473498233216
"ClasseSoloBR","URMEDMIN",1327,1341,2817,1.111111111111111
"ClasseSoloBR","URMEDSOMA",1327,1997,3465,1.070605908863295
"ClasseSoloBR","URMIN1stQ",1327,1433,2898,1.096301465457083
"ClasseSoloBR","URMIN3stQ",1327,1423,2902,1.106816584680253
"ClasseSoloBR","URMINMAX",1327,1228,2724,1.127354935945742
"ClasseSoloBR","URMINMED",1327,1448,2912,1.094613259668508
"ClasseSoloBR","URMINMEDIAN",1327,1427,2886,1.092501751927120
"ClasseSoloBR","URMINMIN",1327,1309,2790,1.116051243406179
"ClasseSoloBR","URMINSOMA",1327,1953,3406,1.064516129032258
"ClasseSoloBR","VTMED2M1stQ",1327,1136,2612,1.112283345892992
"ClasseSoloBR","VTMED2M3stQ",1327,1179,2649,1.107761868877166
"ClasseSoloBR","VTMED2MMAX",1327,1214,2679,1.103993971363979
"ClasseSoloBR","VTMED2MMED",1327,1160,2628,1.106254709871892
"ClasseSoloBR","VTMED2MMEDIAN",1327,1174,2647,1.110022607385079
"ClasseSoloBR","VTMED2MMIN",1327,1096,2557,1.100979653353429
"ClasseSoloBR","VTMED2MSOMA",1327,1732,3160,1.058314087759815
"ClasseSoloBR","codareaestacao",1327,1310,2790,1.115297663903542
"ClasseSoloBR","ÁreaColhidaha",1327,1887,3303,1.047164811870694
"ClasseSoloBR","ÁreaInsumoha",1327,1880,3289,1.043617021276596
"ColheitaDecendio","ColheitaFinal",1039,1494,2543,1.006693440428380
"ColheitaDecendio","ColheitaInicial",1039,1499,2548,1.006671114076051
"ColheitaDecendio","ColheitaMes",1039,1070,2201,1.085981308411215
"ColheitaDecendio","CooperativaID",1039,922,1976,1.014436958614052
"ColheitaDecendio","Cultivar",1039,1556,2723,1.082262210796915
"ColheitaDecendio","Cultura",1039,875,1997,1.079884504331088
"ColheitaDecendio","DATA",1039,1277,2255,0.952231793265466
"ColheitaDecendio","DATAJ",1039,909,1998,1.048123195380173
"ColheitaDecendio","DIRVT2M1stQ",1039,1122,2023,0.877005347593583
"ColheitaDecendio","DIRVT2M3stQ",1039,1122,2039,0.891265597147950
"ColheitaDecendio","DIRVT2MMAX",1039,1044,1990,0.910919540229885
"ColheitaDecendio","DIRVT2MMED",1039,1140,2045,0.882456140350877
"ColheitaDecendio","DIRVT2MMEDIAN",1039,1129,2048,0.893711248892825
"ColheitaDecendio","DIRVT2MMIN",1039,1042,1971,0.894433781190019
"ColheitaDecendio","DIRVT2MSOMA",1039,1298,2228,0.916024653312789
"ColheitaDecendio","FOTOPERIODO1stQ",1039,1068,2166,1.055243445692884
"ColheitaDecendio","FOTOPERIODO3stQ",1039,994,2102,1.066410009624639
"ColheitaDecendio","FOTOPERIODOMAX",1039,973,2088,1.073147256977863
"ColheitaDecendio","FOTOPERIODOMED",1039,1035,2139,1.062560153994225
"ColheitaDecendio","FOTOPERIODOMEDIAN",1039,1035,2132,1.055822906641001
"ColheitaDecendio","FOTOPERIODOMIN",1039,1121,2219,1.052631578947368
"ColheitaDecendio","FOTOPERIODOSOMA",1039,1865,2886,0.990348525469169
"ColheitaDecendio","Fazenda",1039,3008,4092,1.014960106382979
"ColheitaDecendio","FungicidaPlanejado",1039,1013,1958,0.909528392685274
"ColheitaDecendio","Fungicidaaplicações",1039,995,1969,0.937439846005775
"ColheitaDecendio","HerbicidaPlanejado",1039,1015,1962,0.911453320500481
"ColheitaDecendio","Herbicidaaplicações",1039,984,1968,0.947064485081809
"ColheitaDecendio","InseticidaPlanejado",1039,1030,1943,0.878729547641963
"ColheitaDecendio","Inseticidaaplicações",1039,984,1953,0.932627526467757
"ColheitaDecendio","Latitude",1039,2415,3466,1.004968944099379
"ColheitaDecendio","Longitude",1039,2431,3493,1.009461127108186
"ColheitaDecendio","Município",1039,1525,2661,1.063606557377049
"ColheitaDecendio","PREC1stQ",1039,865,1970,1.063522617901829
"ColheitaDecendio","PREC3stQ",1039,1230,2266,0.997560975609756
"ColheitaDecendio","PRECMAX",1039,1321,2376,1.012112036336109
"ColheitaDecendio","PRECMED",1039,1181,2234,1.011854360711262
"ColheitaDecendio","PRECMEDIAN",1039,956,2045,1.048123195380173
"ColheitaDecendio","PRECMIN",1039,841,1897,1.016361886429259
"ColheitaDecendio","PRECSOMA",1039,1690,2685,0.973964497041420
"ColheitaDecendio","PopulaçãoPlanejadaplm2",1039,1165,2276,1.061802575107296
"ColheitaDecendio","Produtividadekgha",1039,1846,2838,0.974539544962080
"ColheitaDecendio","ProdutorID",1039,1388,2405,0.984149855907781
"ColheitaDecendio","Produçãoton",1039,2042,2975,0.948090107737512
"ColheitaDecendio","Propósito",1039,1123,2276,1.101513802315227
"ColheitaDecendio","RAD1stQ",1039,1289,2308,0.984484096198604
"ColheitaDecendio","RAD3stQ",1039,1276,2295,0.984326018808777
"ColheitaDecendio","RADMAX",1039,1216,2250,0.995888157894737
"ColheitaDecendio","RADMED",1039,1246,2278,0.994382022471910
"ColheitaDecendio","RADMEDIAN",1039,1282,2304,0.986739469578783
"ColheitaDecendio","RADMIN",1039,1181,2186,0.971210838272650
"ColheitaDecendio","RADSOMA",1039,1824,2832,0.983004385964912
"ColheitaDecendio","Safra",1039,907,2059,1.108758421559191
"ColheitaDecendio","SemeaduraDecendio",1039,1059,2102,1.003777148253069
"ColheitaDecendio","SemeaduraFinal",1039,1509,2582,1.022531477799868
"ColheitaDecendio","SemeaduraInício",1039,1513,2588,1.023793787177792
"ColheitaDecendio","SemeaduraMes",1039,1037,2189,1.108758421559191
"ColheitaDecendio","SoloClasse",1039,1566,2733,1.081736909323116
"ColheitaDecendio","SoloRelevo",1039,1015,2034,0.980750721847931
"ColheitaDecendio","SoloTextura",1039,1112,2191,1.035971223021583
"ColheitaDecendio","TIPOMANEJO",1039,935,2085,1.106833493743985
"ColheitaDecendio","TMAX1stQ",1039,1279,2338,1.015637216575449
"ColheitaDecendio","TMAX3stQ",1039,1300,2355,1.012307692307692
"ColheitaDecendio","TMAXMAX",1039,1241,2322,1.033843674456084
"ColheitaDecendio","TMAXMED",1039,1293,2351,1.014694508894045
"ColheitaDecendio","TMAXMEDIAN",1039,1303,2354,1.009209516500384
"ColheitaDecendio","TMAXMIN",1039,1267,2342,1.028413575374901
"ColheitaDecendio","TMAXSOMA",1039,1921,2949,0.994273815720979
"ColheitaDecendio","TMED1stQ",1039,1220,2300,1.033606557377049
"ColheitaDecendio","TMED3stQ",1039,1200,2300,1.050833333333333
"ColheitaDecendio","TMEDMAX",1039,1214,2314,1.050247116968698
"ColheitaDecendio","TMEDMED",1039,1214,2295,1.034596375617792
"ColheitaDecendio","TMEDMEDIAN",1039,1234,2310,1.029983792544571
"ColheitaDecendio","TMEDMIN",1039,1258,2328,1.024642289348172
"ColheitaDecendio","TMEDSOMA",1039,1884,2903,0.989384288747346
"ColheitaDecendio","TMIN1stQ",1039,1223,2296,1.027800490596893
"ColheitaDecendio","TMIN3stQ",1039,1203,2290,1.039900249376559
"ColheitaDecendio","TMINMAX",1039,1176,2275,1.051020408163265
"ColheitaDecendio","TMINMED",1039,1200,2289,1.041666666666667
"ColheitaDecendio","TMINMEDIAN",1039,1182,2285,1.054145516074450
"ColheitaDecendio","TMINMIN",1039,1204,2273,1.024916943521595
"ColheitaDecendio","TMINSOMA",1039,1864,2892,0.994098712446352
"ColheitaDecendio","TMOL1stQ",1039,1227,2298,1.026079869600652
"ColheitaDecendio","TMOLMEDIAN",1039,1187,2263,1.031171019376580
"ColheitaDecendio","TMOLMIN",1039,1208,2289,1.034768211920530
"ColheitaDecendio","Talhão",1039,3126,4099,0.978886756238004
"ColheitaDecendio","TipoSafra",1039,911,2048,1.094321462945140
"ColheitaDecendio","UF",1039,893,1977,1.043310875842156
"ColheitaDecendio","URMAX1stQ",1039,1271,2331,1.016522423288749
"ColheitaDecendio","URMAX3stQ",1039,1117,2203,1.042076991942704
"ColheitaDecendio","URMAXMAX",1039,1093,2175,1.039341262580055
"ColheitaDecendio","URMAXMED",1039,1261,2315,1.011895321173672
"ColheitaDecendio","URMAXMEDIAN",1039,1181,2259,1.033022861981372
"ColheitaDecendio","URMAXMIN",1039,1323,2351,0.991685563114135
"ColheitaDecendio","URMAXSOMA",1039,1957,3004,1.004087889626980
"ColheitaDecendio","URMED1stQ",1039,1426,2408,0.960028050490884
"ColheitaDecendio","URMED3stQ",1039,1383,2376,0.966738973246565
"ColheitaDecendio","URMEDMAX",1039,1159,2234,1.031061259706644
"ColheitaDecendio","URMEDMED",1039,1405,2403,0.970818505338078
"ColheitaDecendio","URMEDMEDIAN",1039,1415,2414,0.971731448763251
"ColheitaDecendio","URMEDMIN",1039,1341,2361,0.985831469052946
"ColheitaDecendio","URMEDSOMA",1039,1997,3012,0.987981972959439
"ColheitaDecendio","URMIN1stQ",1039,1433,2426,0.967899511514306
"ColheitaDecendio","URMIN3stQ",1039,1423,2420,0.970484891075193
"ColheitaDecendio","URMINMAX",1039,1228,2297,1.024429967426710
"ColheitaDecendio","URMINMED",1039,1448,2435,0.964088397790055
"ColheitaDecendio","URMINMEDIAN",1039,1427,2414,0.963559915907498
"ColheitaDecendio","URMINMIN",1039,1309,2337,0.991596638655462
"ColheitaDecendio","URMINSOMA",1039,1953,2936,0.971326164874552
"ColheitaDecendio","VTMED2M1stQ",1039,1136,2188,1.011443661971831
"ColheitaDecendio","VTMED2M3stQ",1039,1179,2208,0.991518235793045
"ColheitaDecendio","VTMED2MMAX",1039,1214,2227,0.978583196046129
"ColheitaDecendio","VTMED2MMED",1039,1160,2188,0.990517241379310
"ColheitaDecendio","VTMED2MMEDIAN",1039,1174,2199,0.988074957410562
"ColheitaDecendio","VTMED2MMIN",1039,1096,2143,1.007299270072993
"ColheitaDecendio","VTMED2MSOMA",1039,1732,2700,0.959006928406467
"ColheitaDecendio","codareaestacao",1039,1310,2349,1.000000000000000
"ColheitaDecendio","ÁreaColhidaha",1039,1887,2806,0.936406995230525
"ColheitaDecendio","ÁreaInsumoha",1039,1880,2791,0.931914893617021
"ColheitaFinal","ColheitaInicial",1494,1499,1604,0.073382254836558
"ColheitaFinal","ColheitaMes",1494,1070,2622,1.038821954484605
"ColheitaFinal","CooperativaID",1494,922,2562,1.097724230254351
"ColheitaFinal","Cultivar",1494,1556,3175,1.080334190231363
"ColheitaFinal","Cultura",1494,875,2479,1.073627844712182
"ColheitaFinal","DATA",1494,1277,2826,1.036813922356091
"ColheitaFinal","DATAJ",1494,909,2507,1.069611780455154
"ColheitaFinal","DIRVT2M1stQ",1494,1122,2615,0.999330655957162
"ColheitaFinal","DIRVT2M3stQ",1494,1122,2622,1.004016064257028
"ColheitaFinal","DIRVT2MMAX",1494,1044,2554,1.010709504685408
"ColheitaFinal","DIRVT2MMED",1494,1140,2635,1.000669344042838
"ColheitaFinal","DIRVT2MMEDIAN",1494,1129,2632,1.006024096385542
"ColheitaFinal","DIRVT2MMIN",1494,1042,2550,1.009370816599732
"ColheitaFinal","DIRVT2MSOMA",1494,1298,2805,1.008701472556894
"ColheitaFinal","FOTOPERIODO1stQ",1494,1068,2682,1.080321285140562
"ColheitaFinal","FOTOPERIODO3stQ",1494,994,2603,1.076974564926372
"ColheitaFinal","FOTOPERIODOMAX",1494,973,2586,1.079651941097724
"ColheitaFinal","FOTOPERIODOMED",1494,1035,2642,1.075635876840696
"ColheitaFinal","FOTOPERIODOMEDIAN",1494,1035,2634,1.070281124497992
"ColheitaFinal","FOTOPERIODOMIN",1494,1121,2752,1.091700133868809
"ColheitaFinal","FOTOPERIODOSOMA",1494,1865,3427,1.036461126005362
"ColheitaFinal","Fazenda",1494,3008,4583,1.026928191489362
"ColheitaFinal","FungicidaPlanejado",1494,1013,2537,1.020080321285141
"ColheitaFinal","Fungicidaaplicações",1494,995,2538,1.032797858099063
"ColheitaFinal","HerbicidaPlanejado",1494,1015,2529,1.013386880856760
"ColheitaFinal","Herbicidaaplicações",1494,984,2539,1.040829986613119
"ColheitaFinal","InseticidaPlanejado",1494,1030,2537,1.008701472556894
"ColheitaFinal","Inseticidaaplicações",1494,984,2539,1.040829986613119
"ColheitaFinal","Latitude",1494,2415,3989,1.033126293995859
"ColheitaFinal","Longitude",1494,2431,4007,1.033730974907445
"ColheitaFinal","Município",1494,1525,3081,1.040655737704918
"ColheitaFinal","PREC1stQ",1494,865,2474,1.076974564926372
"ColheitaFinal","PREC3stQ",1494,1230,2822,1.065595716198126
"ColheitaFinal","PRECMAX",1494,1321,2926,1.074297188755020
"ColheitaFinal","PRECMED",1494,1181,2790,1.076974564926372
"ColheitaFinal","PRECMEDIAN",1494,956,2562,1.074966532797858
"ColheitaFinal","PRECMIN",1494,841,2472,1.091700133868809
"ColheitaFinal","PRECSOMA",1494,1690,3244,1.035502958579882
"ColheitaFinal","PopulaçãoPlanejadaplm2",1494,1165,2795,1.091030789825971
"ColheitaFinal","Produtividadekgha",1494,1846,3377,1.020043336944745
"ColheitaFinal","ProdutorID",1494,1388,2971,1.059571619812584
"ColheitaFinal","Produçãoton",1494,2042,3518,0.991185112634672
"ColheitaFinal","Propósito",1494,1123,2751,1.089692101740295
"ColheitaFinal","RAD1stQ",1494,1289,2873,1.060240963855422
"ColheitaFinal","RAD3stQ",1494,1276,2843,1.048862115127175
"ColheitaFinal","RADMAX",1494,1216,2801,1.060910307898260
"ColheitaFinal","RADMED",1494,1246,2826,1.057563587684070
"ColheitaFinal","RADMEDIAN",1494,1282,2854,1.052208835341365
"ColheitaFinal","RADMIN",1494,1181,2746,1.047523427041499
"ColheitaFinal","RADSOMA",1494,1824,3331,1.007127192982456
"ColheitaFinal","Safra",1494,907,2474,1.048862115127175
"ColheitaFinal","SemeaduraDecendio",1494,1059,2651,1.065595716198126
"ColheitaFinal","SemeaduraFinal",1494,1509,2991,0.992047713717694
"ColheitaFinal","SemeaduraInício",1494,1513,3015,1.005287508261732
"ColheitaFinal","SemeaduraMes",1494,1037,2591,1.040160642570281
"ColheitaFinal","SoloClasse",1494,1566,3207,1.093869731800766
"ColheitaFinal","SoloRelevo",1494,1015,2588,1.052878179384203
"ColheitaFinal","SoloTextura",1494,1112,2625,1.012717536813922
"ColheitaFinal","TIPOMANEJO",1494,935,2477,1.032128514056225
"ColheitaFinal","TMAX1stQ",1494,1279,2877,1.069611780455154
"ColheitaFinal","TMAX3stQ",1494,1300,2905,1.074297188755020
"ColheitaFinal","TMAXMAX",1494,1241,2878,1.095716198125837
"ColheitaFinal","TMAXMED",1494,1293,2889,1.068273092369478
"ColheitaFinal","TMAXMEDIAN",1494,1303,2904,1.071619812583668
"ColheitaFinal","TMAXMIN",1494,1267,2879,1.078982597054886
"ColheitaFinal","TMAXSOMA",1494,1921,3504,1.046330036439354
"ColheitaFinal","TMED1stQ",1494,1220,2825,1.074297188755020
"ColheitaFinal","TMED3stQ",1494,1200,2829,1.090361445783133
"ColheitaFinal","TMEDMAX",1494,1214,2836,1.085676037483266
"ColheitaFinal","TMEDMED",1494,1214,2822,1.076305220883534
"ColheitaFinal","TMEDMEDIAN",1494,1234,2851,1.082329317269076
"ColheitaFinal","TMEDMIN",1494,1258,2881,1.086345381526104
"ColheitaFinal","TMEDSOMA",1494,1884,3412,1.018046709129512
"ColheitaFinal","TMIN1stQ",1494,1223,2842,1.083668005354752
"ColheitaFinal","TMIN3stQ",1494,1203,2832,1.090361445783133
"ColheitaFinal","TMINMAX",1494,1176,2805,1.090361445783133
"ColheitaFinal","TMINMED",1494,1200,2825,1.087684069611780
"ColheitaFinal","TMINMEDIAN",1494,1182,2823,1.098393574297189
"ColheitaFinal","TMINMIN",1494,1204,2819,1.080990629183400
"ColheitaFinal","TMINSOMA",1494,1864,3383,1.013412017167382
"ColheitaFinal","TMOL1stQ",1494,1227,2856,1.090361445783133
"ColheitaFinal","TMOLMEDIAN",1494,1187,2801,1.080321285140562
"ColheitaFinal","TMOLMIN",1494,1208,2836,1.089692101740295
"ColheitaFinal","Talhão",1494,3126,4623,1.000959692898272
"ColheitaFinal","TipoSafra",1494,911,2475,1.046854082998661
"ColheitaFinal","UF",1494,893,2512,1.083668005354752
"ColheitaFinal","URMAX1stQ",1494,1271,2872,1.071619812583668
"ColheitaFinal","URMAX3stQ",1494,1117,2720,1.072958500669344
"ColheitaFinal","URMAXMAX",1494,1093,2696,1.072958500669344
"ColheitaFinal","URMAXMED",1494,1261,2861,1.070950468540830
"ColheitaFinal","URMAXMEDIAN",1494,1181,2788,1.075635876840696
"ColheitaFinal","URMAXMIN",1494,1323,2910,1.062248995983936
"ColheitaFinal","URMAXSOMA",1494,1957,3537,1.043944813490036
"ColheitaFinal","URMED1stQ",1494,1426,2993,1.048862115127175
"ColheitaFinal","URMED3stQ",1494,1383,2962,1.056894243641232
"ColheitaFinal","URMEDMAX",1494,1159,2763,1.073627844712182
"ColheitaFinal","URMEDMED",1494,1405,2977,1.052208835341365
"ColheitaFinal","URMEDMEDIAN",1494,1415,2992,1.055555555555556
"ColheitaFinal","URMEDMIN",1494,1341,2923,1.058902275769746
"ColheitaFinal","URMEDSOMA",1494,1997,3552,1.030545818728092
"ColheitaFinal","URMIN1stQ",1494,1433,2999,1.048192771084337
"ColheitaFinal","URMIN3stQ",1494,1423,3001,1.056224899598394
"ColheitaFinal","URMINMAX",1494,1228,2833,1.074297188755020
"ColheitaFinal","URMINMED",1494,1448,3007,1.043507362784471
"ColheitaFinal","URMINMEDIAN",1494,1427,2993,1.048192771084337
"ColheitaFinal","URMINMIN",1494,1309,2874,1.047523427041499
"ColheitaFinal","URMINSOMA",1494,1953,3491,1.022529441884281
"ColheitaFinal","VTMED2M1stQ",1494,1136,2727,1.064926372155288
"ColheitaFinal","VTMED2M3stQ",1494,1179,2766,1.062248995983936
"ColheitaFinal","VTMED2MMAX",1494,1214,2789,1.054216867469880
"ColheitaFinal","VTMED2MMED",1494,1160,2747,1.062248995983936
"ColheitaFinal","VTMED2MMEDIAN",1494,1174,2763,1.063587684069612
"ColheitaFinal","VTMED2MMIN",1494,1096,2690,1.066934404283802
"ColheitaFinal","VTMED2MSOMA",1494,1732,3219,0.995958429561201
"ColheitaFinal","codareaestacao",1494,1310,2897,1.062248995983936
"ColheitaFinal","ÁreaColhidaha",1494,1887,3369,0.993640699523052
"ColheitaFinal","ÁreaInsumoha",1494,1880,3358,0.991489361702128
"ColheitaInicial","ColheitaMes",1499,1070,2627,1.038692461641094
"ColheitaInicial","CooperativaID",1499,922,2566,1.096731154102735
"ColheitaInicial","Cultivar",1499,1556,3179,1.079691516709512
"ColheitaInicial","Cultura",1499,875,2485,1.074049366244163
"ColheitaInicial","DATA",1499,1277,2832,1.037358238825884
"ColheitaInicial","DATAJ",1499,909,2512,1.069379586390927
"ColheitaInicial","DIRVT2M1stQ",1499,1122,2619,0.998665777184790
"ColheitaInicial","DIRVT2M3stQ",1499,1122,2626,1.003335557038025
"ColheitaInicial","DIRVT2MMAX",1499,1044,2559,1.010673782521681
"ColheitaInicial","DIRVT2MMED",1499,1140,2639,1.000000000000000
"ColheitaInicial","DIRVT2MMEDIAN",1499,1129,2635,1.004669779853236
"ColheitaInicial","DIRVT2MMIN",1499,1042,2554,1.008672448298866
"ColheitaInicial","DIRVT2MSOMA",1499,1298,2810,1.008672448298866
"ColheitaInicial","FOTOPERIODO1stQ",1499,1068,2687,1.080053368912608
"ColheitaInicial","FOTOPERIODO3stQ",1499,994,2608,1.076717811874583
"ColheitaInicial","FOTOPERIODOMAX",1499,973,2590,1.078719146097398
"ColheitaInicial","FOTOPERIODOMED",1499,1035,2649,1.076717811874583
"ColheitaInicial","FOTOPERIODOMEDIAN",1499,1035,2639,1.070046697798532
"ColheitaInicial","FOTOPERIODOMIN",1499,1121,2756,1.090727151434290
"ColheitaInicial","FOTOPERIODOSOMA",1499,1865,3432,1.036461126005362
"ColheitaInicial","Fazenda",1499,3008,4589,1.027260638297872
"ColheitaInicial","FungicidaPlanejado",1499,1013,2543,1.020680453635757
"ColheitaInicial","Fungicidaaplicações",1499,995,2544,1.033355570380253
"ColheitaInicial","HerbicidaPlanejado",1499,1015,2533,1.012675116744496
"ColheitaInicial","Herbicidaaplicações",1499,984,2543,1.040026684456304
"ColheitaInicial","InseticidaPlanejado",1499,1030,2540,1.007338225483656
"ColheitaInicial","Inseticidaaplicações",1499,984,2543,1.040026684456304
"ColheitaInicial","Latitude",1499,2415,3994,1.033126293995859
"ColheitaInicial","Longitude",1499,2431,4012,1.033730974907445
"ColheitaInicial","Município",1499,1525,3085,1.040000000000000
"ColheitaInicial","PREC1stQ",1499,865,2479,1.076717811874583
"ColheitaInicial","PREC3stQ",1499,1230,2828,1.066044029352902
"ColheitaInicial","PRECMAX",1499,1321,2931,1.074049366244163
"ColheitaInicial","PRECMED",1499,1181,2796,1.077384923282188
"ColheitaInicial","PRECMEDIAN",1499,956,2566,1.074049366244163
"ColheitaInicial","PRECMIN",1499,841,2477,1.091394262841895
"ColheitaInicial","PRECSOMA",1499,1690,3252,1.037278106508876
"ColheitaInicial","PopulaçãoPlanejadaplm2",1499,1165,2799,1.090060040026684
"ColheitaInicial","Produtividadekgha",1499,1846,3381,1.019501625135428
"ColheitaInicial","ProdutorID",1499,1388,2975,1.058705803869246
"ColheitaInicial","Produçãoton",1499,2042,3524,0.991674828599412
"ColheitaInicial","Propósito",1499,1123,2756,1.089392928619079
"ColheitaInicial","RAD1stQ",1499,1289,2879,1.060707138092061
"ColheitaInicial","RAD3stQ",1499,1276,2849,1.049366244162775
"ColheitaInicial","RADMAX",1499,1216,2806,1.060707138092061
"ColheitaInicial","RADMED",1499,1246,2833,1.058705803869246
"ColheitaInicial","RADMEDIAN",1499,1282,2859,1.052034689793195
"ColheitaInicial","RADMIN",1499,1181,2751,1.047364909939960
"ColheitaInicial","RADSOMA",1499,1824,3337,1.007675438596491
"ColheitaInicial","Safra",1499,907,2478,1.048032021347565
"ColheitaInicial","SemeaduraDecendio",1499,1059,2654,1.064042695130087
"ColheitaInicial","SemeaduraFinal",1499,1509,3003,0.996686547382372
"ColheitaInicial","SemeaduraInício",1499,1513,3016,1.002643754130866
"ColheitaInicial","SemeaduraMes",1499,1037,2597,1.040693795863909
"ColheitaInicial","SoloClasse",1499,1566,3211,1.093231162196679
"ColheitaInicial","SoloRelevo",1499,1015,2592,1.052034689793195
"ColheitaInicial","SoloTextura",1499,1112,2630,1.012675116744496
"ColheitaInicial","TIPOMANEJO",1499,935,2481,1.031354236157438
"ColheitaInicial","TMAX1stQ",1499,1279,2882,1.069379586390927
"ColheitaInicial","TMAX3stQ",1499,1300,2911,1.074716477651768
"ColheitaInicial","TMAXMAX",1499,1241,2884,1.096064042695130
"ColheitaInicial","TMAXMED",1499,1293,2895,1.068712474983322
"ColheitaInicial","TMAXMEDIAN",1499,1303,2908,1.070713809206137
"ColheitaInicial","TMAXMIN",1499,1267,2883,1.078052034689793
"ColheitaInicial","TMAXSOMA",1499,1921,3509,1.046330036439354
"ColheitaInicial","TMED1stQ",1499,1220,2831,1.074716477651768
"ColheitaInicial","TMED3stQ",1499,1200,2835,1.090727151434290
"ColheitaInicial","TMEDMAX",1499,1214,2842,1.086057371581054
"ColheitaInicial","TMEDMED",1499,1214,2828,1.076717811874583
"ColheitaInicial","TMEDMEDIAN",1499,1234,2855,1.081387591727819
"ColheitaInicial","TMEDMIN",1499,1258,2887,1.086724482988659
"ColheitaInicial","TMEDSOMA",1499,1884,3418,1.018577494692144
"ColheitaInicial","TMIN1stQ",1499,1223,2846,1.082721814543029
"ColheitaInicial","TMIN3stQ",1499,1203,2835,1.088725817211474
"ColheitaInicial","TMINMAX",1499,1176,2809,1.089392928619079
"ColheitaInicial","TMINMED",1499,1200,2831,1.088058705803869
"ColheitaInicial","TMINMEDIAN",1499,1182,2827,1.097398265510340
"ColheitaInicial","TMINMIN",1499,1204,2823,1.080053368912608
"ColheitaInicial","TMINSOMA",1499,1864,3387,1.012875536480687
"ColheitaInicial","TMOL1stQ",1499,1227,2860,1.089392928619079
"ColheitaInicial","TMOLMEDIAN",1499,1187,2807,1.080720480320214
